YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,OVERALL,OVR
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Overall,Overall,"(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,OVERALL,OVR
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,WHT
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,WHT
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,BLK
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,BLK
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,"(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,HIS
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,"(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,HIS
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,OTH
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,OTH
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,MRC
2013,2013,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,MRC
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,79.5,79.5,,,77.4,81.5,Overall,Overall,"(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,OVERALL,OVR
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,79.2,79.2,,,77,81.2,Overall,Overall,"(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,OVERALL,OVR
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,78.3,78.3,,,75.6,80.8,Race/Ethnicity,"White, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,WHT
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,77.8,77.8,,,75,80.4,Race/Ethnicity,"White, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,WHT
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,81.1,81.1,,,77,84.5,Race/Ethnicity,"Black, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,BLK
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,81.2,81.2,,,77.1,84.6,Race/Ethnicity,"Black, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,BLK
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,"(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,HIS
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,"(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,HIS
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,OTH
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,OTH
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,CrdPrev,RACE,MRC
2014,2014,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic","(31.31266064400046, -92.44568007099969)",22,CAN,CAN1_0,AgeAdjPrev,RACE,MRC
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,OVERALL,OVR
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Overall,Overall,"(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,OVERALL,OVR
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,WHT
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,WHT
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,BLK
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,BLK
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,"(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,HIS
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,"(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,HIS
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,OTH
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,OTH
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,MRC
2013,2013,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,MRC
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,88,88,,,86.4,89.4,Overall,Overall,"(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,OVERALL,OVR
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,87.9,87.9,,,86.3,89.4,Overall,Overall,"(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,OVERALL,OVR
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,87.9,87.9,,,86.1,89.4,Race/Ethnicity,"White, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,WHT
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,87.7,87.7,,,85.9,89.3,Race/Ethnicity,"White, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,WHT
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,86.2,86.2,,,76.9,92.2,Race/Ethnicity,"Black, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,BLK
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,86.8,86.8,,,78.5,92.2,Race/Ethnicity,"Black, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,BLK
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,88,88,,,79.8,93.2,Race/Ethnicity,Hispanic,"(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,HIS
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,87.3,87.3,,,79.3,92.5,Race/Ethnicity,Hispanic,"(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,HIS
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,94.9,94.9,,,89.2,97.7,Race/Ethnicity,"Other, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,OTH
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,94.7,94.7,,,88.8,97.6,Race/Ethnicity,"Other, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,OTH
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,88.4,88.4,,,69.7,96.2,Race/Ethnicity,"Multiracial, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,CrdPrev,RACE,MRC
2014,2014,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,88.6,88.6,,,74.2,95.4,Race/Ethnicity,"Multiracial, non-Hispanic","(42.27687047000046, -72.08269067499964)",25,CAN,CAN1_0,AgeAdjPrev,RACE,MRC
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,OVERALL,OVR
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,WHT
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,WHT
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,BLK
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,BLK
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,"(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,HIS
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,"(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,HIS
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,OTH
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,OTH
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,MRC
2013,2013,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,MRC
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,83.6,83.6,,,81.7,85.3,Overall,Overall,"(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,OVERALL,OVR
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,83.5,83.5,,,81.6,85.2,Overall,Overall,"(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,OVERALL,OVR
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,81.4,81.4,,,79.3,83.4,Race/Ethnicity,"White, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,WHT
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,81.3,81.3,,,79.1,83.3,Race/Ethnicity,"White, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,WHT
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,89,89,,,84.9,92,Race/Ethnicity,"Black, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,BLK
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,88.9,88.9,,,85,91.9,Race/Ethnicity,"Black, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,BLK
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,90.6,90.6,,,78.4,96.2,Race/Ethnicity,Hispanic,"(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,HIS
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,90.5,90.5,,,78.6,96.1,Race/Ethnicity,Hispanic,"(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,HIS
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,77.1,77.1,,,62.4,87.3,Race/Ethnicity,"Other, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,OTH
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,75.7,75.7,,,63.3,84.9,Race/Ethnicity,"Other, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,OTH
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,82.9,82.9,,,63.7,93,Race/Ethnicity,"Multiracial, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,CrdPrev,RACE,MRC
2014,2014,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,82.1,82.1,,,63.7,92.3,Race/Ethnicity,"Multiracial, non-Hispanic","(39.29058096400047, -76.60926011099963)",24,CAN,CAN1_0,AgeAdjPrev,RACE,MRC
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,"(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,CrdPrev,OVERALL,OVR
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Overall,Overall,"(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,AgeAdjPrev,OVERALL,OVR
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic","(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,AgeAdjPrev,RACE,WHT
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic","(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,CrdPrev,RACE,BLK
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic","(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,AgeAdjPrev,RACE,BLK
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,"(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,CrdPrev,RACE,HIS
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,"(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,AgeAdjPrev,RACE,HIS
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic","(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,CrdPrev,RACE,OTH
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic","(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,AgeAdjPrev,RACE,OTH
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic","(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,CrdPrev,RACE,MRC
2013,2013,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic","(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,AgeAdjPrev,RACE,MRC
2014,2014,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,83,83,,,81.2,84.7,Overall,Overall,"(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,CrdPrev,OVERALL,OVR
2014,2014,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,82.9,82.9,,,81.1,84.6,Overall,Overall,"(45.254228894000505, -68.98503133599962)",23,CAN,CAN1_0,AgeAdjPrev,OVERALL,OVR
